name,id,region,region_code,city,lat,lon
PORTOGRUARO CAORLE,S03200,Veneto,12,Portogruaro,45.781438,12.832375
PORTOMAGGIORE,S05802,Emilia Romagna,8,A,44.696699,11.799785
POSSIDENTE,S11220,Basilicata,15,A,40.781144,15.777104
POSTIOMA,S02601,Veneto,12,A,45.715862,12.148248
POSTO COMUNICAZIONE DOLCE`,S02053,Veneto,12,A,45.601513,10.850588
POSTOJNA,S00750,N/A,N/A,N/A,N/A,N/A
POTENZA INFERIORE,S11420,Basilicata,15,Potenza,40.629469,15.806808
POTENZA MACCHIA ROMANA,S11215,N/A,N/A,N/A,N/A,N/A
POTENZA PICENA MONTELUPONE,S07505,Marche,11,A,43.36991,13.59265
POTENZA SUPERIORE,S11217,Basilicata,15,A,40.64586,15.800966
POVE DEL GRAPPA CAMPESE,S02505,Veneto,12,A,45.803248,11.719936
POVO,S02301,N/A,N/A,N/A,N/A,N/A
POZZALLO,S12420,Sicilia,14,A,36.733821,14.848708
POZZOLO FORMIGARO,S04330,Piemonte,3,A,44.797395,8.782521
POZZUOLI SOLFATARA,S09101,Campania,18,A,40.827586,14.126163
POZZUOLO MARTESANA,S01722,Lombardia,1,A,45.510567,9.459096
PRACCHIA,S05113,Toscana,13,A,44.05479,10.90691
PRAJA AJETA TORTORA,S11725,Calabria,17,Praja A.T.,39.900832,15.780628
PRASCO CREMOLINO,S04101,Piemonte,3,A,44.648906,8.55001
PRATA CAMPORTACCIO,S01417,N/A,N/A,N/A,N/A,N/A
PRATA PRATOLA,S09513,Campania,18,A,40.988509,14.842666
PRATIGNONE,S06423,Toscana,13,A,43.849273,11.162008
PRATO BORGONUOVO,S06426,Toscana,13,A,43.893216,11.076222
PRATO CENTRALE,S06416,Toscana,13,Prato,43.878737,11.109252
PRATO PORTA AL SERRAGLIO,S06422,Toscana,13,A,43.884637,11.097385
PRATO SESIA,S00108,Piemonte,3,A,45.646472,8.370476
PRATO TIRES,S02024,N/A,N/A,N/A,N/A,N/A
PRATOLA PELIGNA,S07700,Abruzzo,19,A,42.102423,13.876349
PRATOLA PELIGNA SUPERIORE,S07601,Abruzzo,19,A,42.080415,13.87223
PRATOVECCHIO,S06072,N/A,N/A,N/A,N/A,N/A
PRATOVECCHIO STIA,S06071,N/A,N/A,N/A,N/A,N/A
PREDOSA,S04003,Piemonte,3,A,44.750978,8.651132
PREGANZIOL,S02715,Veneto,12,A,45.60367,12.23138
PREGNANA MILANESE,S01058,Lombardia,1,A,45.511868,9.003943
PREMOSELLO CHIOVENDA,S01009,Piemonte,3,Premosello,46.002188,8.326649
PREZZA,S08536,Abruzzo,19,A,42.053699,13.834497
PRE` SAINT DIDIER,S00130,Valle d'Aosta,4,Pre` Saint Didier,45.7636,6.99105
PRIMOLANO,S02319,Veneto,12,Primolano,45.965315,11.700899
PRIOLA,S00923,Piemonte,3,A,44.248694,8.023429
PRIOLO MELILLI,S12347,Sicilia,14,A,37.157951,15.197038
PRIOLO SOPRANO,S12393,Sicilia,14,A,37.092142,14.377888
PRIVERNO FOSSANOVA,S08604,Lazio,5,Priverno F.,41.421853,13.186406
PROSECCO,S03551,N/A,N/A,N/A,N/A,N/A
PROVAGLIO - TIMOLINE,N00209,N/A,N/A,N/A,N/A,N/A
PUGLIA - CECILIANO,S06085,N/A,N/A,N/A,N/A,N/A
PUNTA RAISI,S12133,Sicilia,14,Punta Raisi,38.188892,13.110059
PdE 2AV,S05299,N/A,N/A,N/A,N/A,N/A
QUADRI-BORELLO,S07996,N/A,N/A,N/A,N/A,N/A
QUARONA,S00102,Piemonte,3,A,45.763547,8.266603
QUART,S00138,Valle d'Aosta,4,A,45.741372,7.414645
QUARTESANA,S05170,N/A,N/A,N/A,N/A,N/A
QUARTO DI MARANO,S09111,Campania,18,A,40.871086,14.122801
QUARTO D`ALTINO,S02670,Veneto,12,A,45.574576,12.365032
QUATTRO VENTI,S08005,Lazio,5,A,41.880145,12.459731
QUERCIANELLA,S06728,Toscana,13,A,43.454922,10.37255
QUERO VAS,S02565,Veneto,12,A,45.939306,11.920189
QUILIANO VADO,S04527,Liguria,2,A,44.279933,8.435562
QUINCINETTO,S00150,Piemonte,3,A,45.567295,7.809711
QUISTELLO,S05156,N/A,N/A,N/A,N/A,N/A
R.C.AEROPORTO,S11866,Calabria,17,A,38.073039,15.642301
RACALMUTO,S12373,Sicilia,14,A,37.406065,13.72752
RACCONIGI,S00602,Piemonte,3,A,44.771179,7.685681
RACCORDO  X,N00181,N/A,N/A,N/A,N/A,N/A
RAGUSA,S12414,Sicilia,14,Ragusa,36.91927,14.725677
RAGUSA IBLA,S12416,Sicilia,14,A,36.93133,14.750993
RAIANO,S07600,Abruzzo,19,A,42.097931,13.80908
RANDAZZO,S12365,Sicilia,14,A,37.873782,14.950406
RAPALLO,S04720,Liguria,2,Rapallo,44.351398,9.231282
RAPOLANO TERME,S06850,Toscana,13,A,43.283331,11.602504
RAPOLLA - LAVELLO,S11207,N/A,N/A,N/A,N/A,N/A
RAPONE RUVO S.FELE,S09621,Basilicata,15,A,40.88802,15.47373
RASSINA,S06078,N/A,N/A,N/A,N/A,N/A
RASTIGNANO,S05138,Emilia Romagna,8,A,44.443592,11.357617
RAVENNA,S05811,Emilia Romagna,8,Ravenna,44.419155,12.208404
RECALE,S09302,Campania,18,A,41.06235,14.30323
RECCO,S04714,Liguria,2,A,44.361215,9.146788
REDIPUGLIA,S03308,Friuli-Venezia Giulia,10,A,45.853476,13.486016
REGGIO CALABRIA CENTRALE,S11781,Calabria,17,Reggio Calabria,38.103884,15.635844
REGGIO CALABRIA LIDO,S11780,Calabria,17,A,38.117668,15.649171
REGGIO DI CALABRIA ARCHI,S11973,N/A,N/A,N/A,N/A,N/A
REGGIO DI CALABRIA BOCALE,S11969,N/A,N/A,N/A,N/A,N/A
REGGIO DI CALABRIA CATONA,S11776,Calabria,17,A,38.185806,15.641205
REGGIO DI CALABRIA GALLICO,S11777,Calabria,17,A,38.165235,15.650716
REGGIO DI CALABRIA OMECA,S11970,N/A,N/A,N/A,N/A,N/A
REGGIO DI CALABRIA PELLARO,S11867,Calabria,17,R.C. Pellaro,38.02561,15.650064
REGGIO DI CALABRIA S.CATERINA,S11975,N/A,N/A,N/A,N/A,N/A
REGGIO DI CALABRIA S.GREGORIO,S11868,Calabria,17,A,38.061274,15.652053
REGGIO EMILIA,S05023,Emilia Romagna,8,Reggio Emilia,44.697793,10.643093
REGGIO EMILIA AV,S05254,Emilia Romagna,8,Reggio Emilia AV,44.779886,10.744171
REGOLEDO,S01410,Lombardia,1,A,46.030574,9.292106
REMANZACCO,S03059,N/A,N/A,N/A,N/A,N/A
REMEDELLO SOPRA,S01845,Lombardia,1,A,45.27848,10.379211
REMEDELLO SOTTO,S01846,Lombardia,1,A,45.257477,10.388402
RENATE-VEDUGGIO,S01489,Lombardia,1,A,45.728304,9.279834
REPUBBLICA,N00095,N/A,N/A,N/A,N/A,N/A
RESANA,S02508,Veneto,12,A,45.634081,11.964251
RESCALDINA,S01135,N/A,N/A,N/A,N/A,N/A
REVERE,S05305,Lombardia,1,A,45.049863,11.130884
REVIGLIONE DI SOMMA VESUVIANA,S09762,Campania,18,A,40.872234,14.482833
RHO,S01037,Lombardia,1,Rho,45.523813,9.043563
RHO FIERA MILANO,S01039,N/A,N/A,N/A,N/A,N/A
RIACE,S11845,Calabria,17,A,38.389178,16.528152
RIARDO,S09204,Campania,18,A,41.265177,14.124949
RICADI,S11761,Calabria,17,A,38.630676,15.839848
RICCIONE,S07101,Emilia Romagna,8,A,43.999218,12.658549
RIDOTTI-COLLEPIANO,S08815,N/A,N/A,N/A,N/A,N/A
RIETI,S07405,Lazio,5,A,42.405918,12.862596
RIGNANO GARGANICO,S11028,Puglia,16,A,41.579344,15.490229
RIGNANO SULL`ARNO REGGELLO,S06906,Toscana,13,A,43.720834,11.452383
RIGOLA - STADIO,S00084,N/A,N/A,N/A,N/A,N/A
RIGOLI,S06401,Toscana,13,A,43.789681,10.419663
RIGOMAGNO,S06851,Toscana,13,A,43.256767,11.706492
RIGOROSO,S04208,Piemonte,3,A,44.670577,8.896487
RIMINI,S05071,Emilia Romagna,8,Rimini,44.064176,12.574093
RIMINI MIRAMARE,S07100,Emilia Romagna,8,A,44.030388,12.618105
RIMINI TORRE PEDRERA,S05819,Emilia Romagna,8,A,44.106987,12.508755
RIMINI VISERBA,S05820,Emilia Romagna,8,A,44.088407,12.533785
RIMINIFIERA,S05057,N/A,N/A,N/A,N/A,N/A
RIO DI PUSTERIA,S02102,N/A,9,A,46.79712,11.670028
RIO SECCO,S04004,Piemonte,3,A,44.722275,8.658805
RIOFREDDO,S08517,Lazio,5,A,42.060704,13.021419
RIOLA,S05108,Emilia Romagna,8,A,44.229851,11.053592
RIOMAGGIORE,S04736,Liguria,2,A,44.105203,9.729105
RIONERO ATELLA RIPACANDITA,S11209,Basilicata,15,A,40.922066,15.678699
RIPABOTTONI S.ELIA,S09463,Molise,7,A,41.669666,14.844353
RIPAFRATTA,S06402,Toscana,13,A,43.821711,10.415733
RIPARBELLA,S06750,Toscana,13,A,43.339461,10.582184
RISANO,S03120,Friuli-Venezia Giulia,10,A,45.97487,13.26181
RIVA TRIGOSO,S04726,Liguria,2,A,44.26391,9.429277
RIVALTA SCRIVIA,S04331,Piemonte,3,A,44.854158,8.809846
RIVAROLO,S00884,N/A,N/A,N/A,N/A,N/A
RIVISONDOLI-PESCOCOSTANZO,S08905,Abruzzo,19,A,41.877292,14.079308
ROBBIO,S00272,Lombardia,1,A,45.293542,8.597051
ROBECCO-PONTEVICO,S01904,Lombardia,1,A,45.266224,10.078593
ROBILANTE,S00615,Piemonte,3,A,44.296496,7.510906
ROCCA DI CORNO,S07410,Abruzzo,19,Rocca di Corno,42.388164,13.143939
ROCCA DI FONDI,S07409,Lazio,5,A,42.39799,13.095825
ROCCA D`EVANDRO,S09200,Lazio,5,Rocca d`Evandro,41.438861,13.911338
ROCCA IMPERIALE,S11804,Calabria,17,Rocca Imperiale,40.100043,16.615742
ROCCA RAVINDOLA,S09058,Molise,7,A,41.521035,14.122965
ROCCABERNARDA,S11828,Calabria,17,A,38.942165,16.900439
ROCCACIGLIE`,S00740,Piemonte,3,A,44.425831,7.95274
ROCCADEBALDI,S00905,Piemonte,3,A,44.410446,7.780449
ROCCAGRIMALDA,S04006,Piemonte,3,A,44.675247,8.656154
ROCCALUMERA MANDANICI,S12312,Sicilia,14,A,37.972946,15.391411
ROCCAMURATA,S06159,Emilia Romagna,8,A,44.532756,9.876175
ROCCAPALUMBA-ALIA,S12204,Sicilia,14,Roccapalumba-A.,37.793751,13.673628
ROCCARASO,S08906,Abruzzo,19,A,41.850833,14.079292
ROCCASECCA,S08668,Lazio,5,Roccasecca,41.526377,13.645814
ROCCASTRADA,S06823,Toscana,13,A,42.957631,11.192942
ROCCAVALDINA,S12046,N/A,N/A,N/A,N/A,N/A
ROCCAVIONE,S00614,Piemonte,3,A,44.314445,7.485361
ROCCAVIVI,S08814,N/A,N/A,N/A,N/A,N/A
ROCCELLA JONICA,S11847,Calabria,17,Roccella Jonica,38.322043,16.406917
ROCCHETTA CAIRO,S00878,Liguria,2,A,44.427477,8.295356
ROCCHETTA S.ANT.LAC.,S11205,Puglia,16,Rocchetta S.A.L,41.1518,15.53295
ROCCHETTA TANARO CERRO,S00466,Piemonte,3,A,44.875574,8.351402
RODALLO,S00159,Piemonte,3,A,45.278714,7.878025
ROGOLO,S01423,Lombardia,1,A,46.138696,9.486985
ROLO NOVI FABBRICO,S02346,Emilia Romagna,8,A,44.886561,10.867882
ROMA AURELIA,S08025,Lazio,5,A,41.88344,12.395271
ROMA BALDUINA,S08327,N/A,N/A,N/A,N/A,N/A
ROMA CASILINA,S08674,Lazio,5,A,41.87669,12.537297
ROMA MONTE MARIO,S08322,Lazio,5,A,41.939088,12.421732
ROMA NOMENTANA L.L.,S08236,Lazio,5,A,41.932935,12.523628
ROMA NOMENTANA LM,S08232,N/A,N/A,N/A,N/A,N/A
ROMA OSTIENSE,S08406,Lazio,5,A,41.87265,12.483917
ROMA PRENESTINA,S08500,Lazio,5,A,41.897571,12.545803
ROMA S.FILIPPO NERI,S08325,Lazio,5,A,41.950262,12.412414
ROMA S.PIETRO,S08323,Lazio,5,A,41.896143,12.454497
ROMA TERMINI,S08409,Lazio,5,Roma,41.900636,12.502026
ROMA TIBURTINA,S08217,Lazio,5,A,41.910903,12.530749
ROMA TIBURTINA PIAZZALE EST,S08226,Lazio,5,A,41.910903,12.530749
ROMA TRASTEVERE,S08405,Lazio,5,A,41.872279,12.466162
ROMA TUSCOLANA,S08408,Lazio,5,A,41.879384,12.523505
ROMAGNANO SESIA,S00109,Piemonte,3,Romagnano Sesia,45.629888,8.384581
ROMAGNANO V.,S09829,Campania,18,Romagnano V.,40.610041,15.447651
ROMANO,S01711,Lombardia,1,A,45.523839,9.753402
ROMANORE,S02337,Lombardia,1,A,45.063834,10.750997
ROMETTA MESSINESE,S12049,Sicilia,14,A,38.228455,15.405894
RONCANOVA DI GAZZO VER.,S05303,Veneto,12,A,45.142207,11.097995
RONCEGNO BAGNI-MARTER,S02312,N/A,9,A,46.03618,11.398818
RONCHI DEI LEGIONARI NORD,S03309,Friuli-Venezia Giulia,10,Ronchi Nord,45.830285,13.505962
RONCIGLIONE,S08109,Lazio,5,A,42.282499,12.219437
RONCO SCR.,S04211,Liguria,2,Ronco Scr.,44.614537,8.949421
RONTA,S06606,Toscana,13,A,44.009432,11.434125
ROSARNO,S11765,Calabria,17,Rosarno,38.488593,15.970149
ROSA`,S02521,Veneto,12,A,45.72054,11.775799
ROSENHEIM,S03600,N/A,N/A,N/A,N/A,N/A
ROSETO CAPO SPULICO,S11806,Calabria,17,A,39.972412,16.620275
ROSETO DEGLI ABRUZZI,S07804,Abruzzo,19,A,42.677852,14.01535
ROSIGNANO,S06730,Toscana,13,A,43.387899,10.438041
ROSOLINA,S05424,Veneto,12,A,45.075548,12.239663
ROSOLINI,S12422,Sicilia,14,A,36.81598,14.952955
ROSSANO,S11813,Calabria,17,A,39.603005,16.640859
ROSSANO VENETO,S02522,Veneto,12,A,45.702039,11.784812
ROSSIGLIONE,S04104,Liguria,2,A,44.566955,8.668051
ROSTA,S00215,Piemonte,3,A,45.078397,7.463963
ROTONDI-PAOLISI,S09016,N/A,N/A,N/A,N/A,N/A
ROTTEWEIL,S29411,N/A,N/A,N/A,N/A,N/A
ROTTOFRENO,S01950,Emilia Romagna,8,A,45.060546,9.549127
ROVASENDA,S00053,Piemonte,3,Rovasenda,45.537291,8.317376
ROVASENDA ALTA,S00056,Piemonte,3,A,45.537368,8.316722
ROVATO,S01714,Lombardia,1,Rovato,45.55193,10.000924
ROVATO CITTA,N00237,N/A,N/A,N/A,N/A,N/A
ROVELLASCA - MANERA,N00035,N/A,N/A,N/A,N/A,N/A
ROVELLO PORRO,N00034,N/A,N/A,N/A,N/A,N/A
ROVERBELLA,S02333,Lombardia,1,Roverbella,45.252645,10.796795
ROVERETO,S02044,N/A,21,Rovereto,45.890985,11.033518
ROVERETO - S.V. - MEDELANA,S05173,N/A,N/A,N/A,N/A,N/A
ROVETO BIMMISCA,S12442,N/A,N/A,N/A,N/A,N/A
ROVIANO,S08515,Lazio,5,A,42.026476,12.991119
ROVIGLIANO,S09771,N/A,N/A,N/A,N/A,N/A
ROVIGO,S05706,Veneto,12,Rovigo,45.076993,11.780892
RUBIERA,S05031,Emilia Romagna,8,A,44.65618,10.780252
RUDALZA,S12895,Sardegna,20,A,40.994082,9.531214
RUFINA,S06703,Toscana,13,A,43.822236,11.485072
RUSSI,S05903,Emilia Romagna,8,Russi,44.379011,12.03164
RUTINO,S11707,Campania,18,A,40.29259,15.104561
S SOSTENE,S11838,N/A,N/A,N/A,N/A,N/A
S. AMBROGIO,S00213,Piemonte,3,A,45.101161,7.360933
S. ANGELO CINIGIANO,S06819,N/A,N/A,N/A,N/A,N/A
S. ANGELO IN FOR.,S09030,N/A,N/A,N/A,N/A,N/A
S. ANTONINO DI SALUGGIA,S00236,Piemonte,3,A,45.253967,8.039728
S. ANTONINO VAIE,S00211,Piemonte,3,A,45.109469,7.275931
S. BENIGNO,S00881,N/A,N/A,N/A,N/A,N/A
S. CASSIANO VALCHIAVENNA,S01401,Lombardia,1,A,46.275438,9.397419
S. CRISTINA E BISSONE,S01866,Lombardia,1,A,45.160533,9.401006
S. DAMIANO D`ASTI,S00461,Piemonte,3,A,44.878914,8.125956
S. DONA` DI PIAVE,S02666,Veneto,12,A,45.63983,12.559791
S. EUROSIA,S08739,Lazio,5,A,41.675927,12.755105
S. FELICE A CANCELLO-ARIENZO,S09019,N/A,N/A,N/A,N/A,N/A
S. GENNARO,S08737,N/A,N/A,N/A,N/A,N/A
S. GERMANO VERCELLESE,S00243,Piemonte,3,A,45.353603,8.249958
S. GIACOMO DI TEGLIO,S01436,Lombardia,1,A,46.159722,10.027405
S. GIOVANNI IN CROCE,S01849,Lombardia,1,A,45.075783,10.377527
S. GIULIANO MILANESE,S01821,Lombardia,1,A,45.391226,9.286418
S. GIULIANO PIACENTINO,S01961,Emilia Romagna,8,A,45.070627,9.985919
S. IORIO,S09029,N/A,N/A,N/A,N/A,N/A
S. MAMA,S06079,N/A,N/A,N/A,N/A,N/A
S. MARCO,S09022,N/A,N/A,N/A,N/A,N/A
S. MARGHERITA LIGURE PORTOFINO,S04718,Liguria,2,A,44.33676,9.216673
S. MARIA A VICO,S09018,N/A,N/A,N/A,N/A,N/A
S. MARIA DELLE MOLE,S08738,Lazio,5,A,41.774417,12.606225
S. MARTINO V.C.-M.SARCHIO-P.RANO,S09014,N/A,N/A,N/A,N/A,N/A
S. NICOLA DI MELFI,S11300,Basilicata,15,S. Nicola Melfi,41.073281,15.677602
S. PAOLO SOLBRITO,S00463,Piemonte,3,A,44.951753,7.975779
S. PIETRO A VICO,S06313,Toscana,13,A,43.875094,10.530945
S. PIETRO AVELLANA-CAPRACOTTA,S08912,Molise,7,A,41.76978,14.19995
S. PIETRO BERBENNO,S01428,Lombardia,1,A,46.161347,9.740491
S. PIETRO VERNOTICO,S11141,Puglia,16,A,40.48902,18.000716
S. STEFANO DI MAGRA,S06170,Liguria,2,S. Stefano di Magra,44.156857,9.915202
S. STINO DI LIVENZA,S02664,Veneto,12,A,45.721088,12.682769
S. VINCENZO,S06030,Toscana,13,A,43.100366,10.539823
S. VITO CHIETINO,S07985,N/A,N/A,N/A,N/A,N/A
S. ZENO FOLZANO,S01900,Lombardia,1,S. Zeno Folzano,45.491552,10.211683
S. ZENONE AL LAMBRO,S01823,Lombardia,1,A,45.337824,9.36126
S.AGAPITO LONGANO,S09056,N/A,N/A,N/A,N/A,N/A
S.AGATA M.,S12027,Sicilia,14,A,38.073554,14.640622
S.AGATA SUL SANTERNO,S05954,Emilia Romagna,8,A,44.436774,11.858855
S.ALESSIO SICULO FORZA D`AGRO`,S12315,Sicilia,14,A,37.923992,15.347322
S.ANDREA DELL`JONIO,S11840,Calabria,17,A,38.620097,16.553449
S.ANGELO DEI LOMBARDI,S09615,Campania,18,A,40.890372,15.161478
S.ANNA DI CHIOGGIA,S05411,N/A,N/A,N/A,N/A,N/A
S.ANNA ROBELLA,S00434,Piemonte,3,A,45.074464,8.08568
S.ANTIMO S.ARPINO,S09007,Campania,18,A,40.949188,14.247415
S.ANTONIO MANTOVANO,S02334,Lombardia,1,A,45.187447,10.785806
S.ARCANGELO DI ROMAGNA,S05069,Emilia Romagna,8,A,44.070316,12.45454
S.BENEDETTO DEL TRONTO,S07513,Marche,11,A,42.954386,13.882297
S.BENIGNO DI CUNEO,S00609,Piemonte,3,A,44.461002,7.572712
S.BIAGIO,S05805,Emilia Romagna,8,A,44.594511,11.87054
S.BIAGIO DI CALLALTA,S02761,Veneto,12,A,45.686134,12.374316
S.CANDIDO,S02114,Trentino Alto Adige,22,S.Candido,46.732728,12.271917
S.CASSIANO,S06615,Emilia Romagna,8,A,44.143684,11.687503
S.CATALDO,S12382,Sicilia,14,A,37.469615,13.997659
S.CATERINA DELL`JONIO,S11842,Calabria,17,A,38.530452,16.571093
S.CLAUDIO,S07312,Marche,11,A,43.287357,13.532751
S.CRISTOFORO AL LAGO-ISCHIA,S02306,N/A,9,A,46.039743,11.23375
S.CROCE DEL LAGO,S02735,Veneto,12,A,46.094795,12.324068
S.CROCE DEL SANNIO,S09502,Campania,18,A,41.37114,14.705455
S.DEMETRIO DE` VESTINI,S07418,Abruzzo,19,A,42.294447,13.536543
S.DONATO MILANESE,S01624,N/A,N/A,N/A,N/A,N/A
S.DONNINO BADIA,S06514,Toscana,13,A,43.785424,11.142169
S.ELENA - ESTE,S05704,Veneto,12,A,45.199209,11.712883
S.ELLERO,S06905,Toscana,13,A,43.742143,11.469621
S.EUFEMIA DI BRISIGHELLA,S06616,N/A,N/A,N/A,N/A,N/A
S.EUSANIO DEL SANGRO,S07989,N/A,N/A,N/A,N/A,N/A
S.FELICE SP,S05313,Emilia Romagna,8,A,44.834527,11.140243
S.FILIPPO,S07557,Marche,11,A,42.849787,13.599949
S.FILIPPO-S.LUCIA,S12044,Sicilia,14,A,38.198143,15.288334
S.FLAVIA,S12009,Sicilia,14,A,38.0826,13.530625
S.FREDIANO A SETTIMO,S06504,Toscana,13,A,43.680508,10.517254
S.GIACOMO DI SPOLETO,S07220,Umbria,6,A,42.79015,12.755445
S.GIORGIO CASALE,S00336,Piemonte,3,A,45.101495,8.412858
S.GIORGIO DELLE PERTICHE,S02526,Veneto,12,A,45.542538,11.917455
S.GIORGIO P.,S05723,Emilia Romagna,8,A,44.646641,11.37901
S.GIOVANNI AL NATISONE,S03031,Friuli-Venezia Giulia,10,A,45.976122,13.397437
S.GIOVANNI DI CASARSA,S03199,Friuli-Venezia Giulia,10,A,45.943448,12.837255
S.GIOVANNI D`ASSO,S06816,Toscana,13,A,43.153292,11.593803
S.GIOVANNI VALDARNO,S06909,Toscana,13,A,43.56601,11.527033
S.GIULETTA,S01943,Lombardia,1,A,45.035719,9.179239
S.GIULIANO DEL SANNIO,S09476,N/A,N/A,N/A,N/A,N/A
S.GIULIANO PIEMONTE,S01941,Piemonte,3,A,44.890543,8.760933
S.GIULIANO TERME,S06400,Toscana,13,A,43.764895,10.436892
S.GIUSEPPE VESUVIANO,S09752,Campania,18,A,40.834058,14.502954
S.GIUSTINA CESIO,S02562,Veneto,12,A,46.077655,12.04294
S.ILARIO,S05021,Emilia Romagna,8,A,44.765795,10.450469
S.LIBERATO,S07235,Umbria,6,A,42.478853,12.443006
S.LORENZO COLLI,S12132,Sicilia,14,A,38.16292,13.316449
S.LORENZO LO VECCHIO,S12443,N/A,N/A,N/A,N/A,N/A
S.LORENZO MAGGIORE,S09308,Campania,18,A,41.219748,14.648419
S.LUCIDO MARINA,S11740,Calabria,17,A,39.313203,16.045546
S.MARCELLINO FRIGNANO,S09005,Campania,18,S.Marcellino F.,40.992103,14.171976
S.MARCO ROGGIANO,S11904,Calabria,17,A,39.605223,16.208776
S.MARIA CAPUA VETERE,S09209,Campania,18,A,41.07353,14.254081
S.MARIA COLLE SERRA,S09474,N/A,N/A,N/A,N/A,N/A
S.MARIA LA BRUNA,S09804,Campania,18,A,40.755435,14.407647
S.MARIA LA LONGA,S03121,Friuli-Venezia Giulia,10,A,45.933068,13.287755
S.MARIA OLIVETO,S09059,Molise,7,A,41.507208,14.096049
S.MARINO,S02501,Veneto,12,A,45.897699,11.692241
S.MARTINO AL CIMINO,S08307,Lazio,5,A,42.382043,12.108104
S.MARTINO BUON ALBERGO,S02435,Veneto,12,A,45.421559,11.089155
S.MARTINO DI LUPARI,S02536,Veneto,12,A,45.655928,11.857227
S.MARTINO IN GATTARA,S06613,Emilia Romagna,8,A,44.113211,11.667077
S.MARTINO IN PENSILIS,S09468,Molise,7,A,41.877211,14.984218
S.MICHELE DI SERINO,S09523,Campania,18,A,40.874511,14.853445
S.MICHELE IN BOSCO,S01924,Lombardia,1,A,45.122404,10.57329
S.MINIATO FUCECCHIO,S06509,Toscana,13,A,43.701383,10.831605
S.NAZARIO,S02503,Veneto,12,A,45.838117,11.691321
S.NICOLA ARCELLA,S11726,Calabria,17,A,39.850764,15.793165
S.NICOLA T.,S12012,Sicilia,14,A,38.015817,13.612755
S.NICOLO',S01951,Emilia Romagna,8,A,45.058843,9.606443
S.PATRIZIO,S05953,N/A,N/A,N/A,N/A,N/A
S.PIERO A SIEVE,S06603,Toscana,13,A,43.958317,11.322742
S.PIETRO A MAIDA,S11750,Calabria,17,A,38.867817,16.276306
S.PIETRO IN CASALE,S05722,Emilia Romagna,8,A,44.697928,11.404763
S.PIETRO IN GU`,S02531,Veneto,12,A,45.605039,11.673157
S.ROMANO MONTOPOLI S.CROCE,S06508,Toscana,13,A,43.690575,10.760152
S.SEBASTIANO PO,S00420,Piemonte,3,A,45.167102,7.953781
S.SEVERINO MARCHE,S07303,Marche,11,A,43.22996,13.183491
S.SILVESTRO,S00173,Piemonte,3,A,45.19366,8.148095
S.STEFANO BELBO,S00831,Piemonte,3,A,44.71714,8.241233
S.STEFANO LODIGIANO,S01829,Lombardia,1,A,45.122091,9.723606
S.STEFANO UDINESE,S03124,Friuli-Venezia Giulia,10,A,45.953683,13.274971
S.TOMMASO DEL PIANO,S09630,Basilicata,15,A,40.900403,15.503719
S.VINCENZO V.R.,S08855,Abruzzo,19,A,41.832988,13.526148
S.VITO AL TAGLIAMENTO,S02660,Friuli-Venezia Giulia,10,A,45.912433,12.851594
S.VITO DEI NORMANNI,S11135,Puglia,16,A,40.650352,17.818585
S.VITO LANCIANO,S07817,Abruzzo,19,A,42.307401,14.448093
S.VITTORIA,S00822,Piemonte,3,A,44.69561,7.916909
SACCONAGO,S01754,N/A,N/A,N/A,N/A,N/A
SACCONAGO,N00150,N/A,N/A,N/A,N/A,N/A
SACILE,S02703,Friuli-Venezia Giulia,10,Sacile,45.948413,12.498498
SACILE SAN LIBERALE,S03089,Friuli-Venezia Giulia,10,A,45.959155,12.514778
SAGRADO,S03307,Friuli-Venezia Giulia,10,A,45.872629,13.484004
SAINT PIERRE,S00161,Valle d'Aosta,4,A,45.708146,7.229338
SAIRANO,S00408,Lombardia,1,A,45.138858,9.046868
SAIRANO ZINASCO,S00400,Lombardia,1,A,45.133795,9.030153
SALA AL BARRO-GALBIATE,S01461,Lombardia,1,A,45.821086,9.359223
SALA CONSILINA,S09906,Campania,18,A,40.405144,15.576057
SALANDRA,S11457,Basilicata,15,A,40.583446,16.351564
SALASSA,S00886,N/A,N/A,N/A,N/A,N/A
SALBERTRAND,S00205,Piemonte,3,A,45.073478,6.887428
SALE LANGHE,S00743,Piemonte,3,A,44.392425,8.077468
SALE MARASINO,N00213,N/A,N/A,N/A,N/A,N/A
SALEMI GIBELLINA,S12114,Sicilia,14,A,37.806619,12.865517
SALERNO,S09818,Campania,18,Salerno,40.675137,14.772822
SALERNO IRNO,S09799,N/A,N/A,N/A,N/A,N/A
SALETTO,S02394,Veneto,12,A,45.22274,11.535093
SALICETO,S00744,Piemonte,3,A,44.404437,8.172887
SALINE DI REGGIO,S11864,Calabria,17,A,37.938677,15.710664
SALONE,S08502,Lazio,5,A,41.915253,12.636215
SALORNO,S02034,N/A,9,A,46.245842,11.202681
SALSOMAGGIORE T.,S05090,Emilia Romagna,8,Salsomaggiore T.,44.81866,9.988129
SALUGGIA,S00235,Piemonte,3,A,45.23443,8.017112
SALUSSOLA,S00074,Piemonte,3,A,45.44438,8.115195
SALUZZO,S00547,N/A,N/A,N/A,N/A,N/A
SALZA IRPINA,S09600,Campania,18,A,40.922251,14.881761
SALZANO ROBEGANO,S02511,Veneto,12,A,45.535378,12.111485
